Sucursal,Factura,Cotizacion,Estatus,Requisicion,"Salidas Material","Orden de fabricacion","Fecha de Factura","Fecha de Cotizacion",Parcial1,Parcial2,Parcial3,Parcial4,Parcial5
"San Pablo",429304,,"Pedido generado",,0,,"2023-10-04 11:42:13",,,,,,
"San Pablo",A429305,A429305,Entregado,,1,,"2023-10-04 11:44:26",,,,,,
"San Pablo",429306,A429306,Entregado,,1,,"2023-10-04 11:48:37",,,,,,
"San Pablo",A429308,,"En ruta",,1,,"2023-10-05 02:34:33",,,,,,
"La Noria",BB142794,,Entregado,,1,,"2023-10-05 02:35:10",,,,,,
"San Pablo",A429309,,"En ruta",,1,,"2023-10-05 02:35:25",,,,,,
"San Pablo",128490,A429659,"En ruta",,1,2295,"2023-10-05 02:38:21",,,,,,
"San Pablo",429311,,Entregado,,2,2298,"2023-10-05 02:55:44",,,,,,
"San Pablo",429312,,Entregado,,1,,"2023-10-05 02:56:04",,,,,,
"La Noria",BB142795,,Entregado,,1,,"2023-10-05 02:58:33",,,,,,
"La Noria",BB142796,,Entregado,,1,,"2023-10-05 03:02:00",,,,,,
"San Pablo",429314,,Cancelado,,0,,"2023-10-05 03:06:22",,,,,,
"San Pablo",A429315,,"En ruta",,1,,"2023-10-05 03:07:54",,,,,,
"La Noria",BB142797,BB142797,"En ruta",,2,,"2023-10-05 03:13:57",,,,,,
"La Noria",BB142798,BB142798,"En ruta",,2,,"2023-10-05 03:14:16",,,,,,
"San Pablo",429316,,"En ruta",,1,,"2023-10-05 03:14:53",,,,,,
"La Noria",BB142799,,Entregado,,1,,"2023-10-05 03:17:09",,,,,,
"La Noria",BB142800,,"En ruta",,2,,"2023-10-05 03:20:57",,,,,,
"La Noria",BB142801,,"En ruta",,1,,"2023-10-05 03:20:59",,,,,,
"San Pablo",A429317,,"Pedido generado",,0,,"2023-10-05 03:22:46",,,,,,
"San Pablo",429319,A429319,"Pedido generado",,0,,"2023-10-05 03:26:24",,,,,,
"San Pablo",A429175,A429175,Entregado,5784,0,1347,"2023-10-05 03:30:33","2023-10-13 05:41:23",N17906,,,,
"San Pablo",429322,,"En ruta",,1,,"2023-10-05 03:30:53",,,,,,
"San Pablo",A429296,A429296,Entregado,5729,0,,"2023-10-05 03:31:03","2023-10-06 03:57:01",SP2053,N17854,SP2103,,
"La Noria",BB142802,,"En ruta",,1,,"2023-10-05 03:32:33",,,,,,
"San Pablo",A429324,,"Pedido generado",,0,,"2023-10-05 03:32:35",,,,,,
"La Noria",BB142803,,Devolución,,1,,"2023-10-05 03:32:48",,,,,,
"La Noria",BB142804,,"En ruta",,1,,"2023-10-05 03:38:20",,,,,,
"San Pablo",429323,,"Pedido generado",,0,,"2023-10-05 03:42:46",,,,,,
"San Pablo",A429325,,"En ruta",,1,,"2023-10-05 03:44:32",,,,,,
"San Pablo",A429326,,"Pedido generado",,0,,"2023-10-05 03:45:15",,,,,,
"San Pablo",A429327,,"Pedido generado",,0,,"2023-10-05 03:47:02",,,,,,
"San Pablo",A429328,,"Pedido generado",5726,0,,"2023-10-05 03:48:30","2023-10-05 04:36:54",N17848,,,,
"La Noria",BB142805,,"En ruta",,1,,"2023-10-05 03:53:33",,,,,,
"La Noria",BB142806,,"En ruta",,1,,"2023-10-05 03:55:40",,,,,,
"San Pablo",429329,,Fabricado,,0,2297,"2023-10-05 03:55:57",,,,,,
"San Pablo",A429331,,"En ruta",,1,,"2023-10-05 03:57:07",,,,,,
"San Pablo",A429332,,"En ruta",,1,,"2023-10-05 04:00:46",,,,,,
"San Pablo",A429333,,Entregado,,1,,"2023-10-05 04:01:19",,,,,,
"San Pablo",A429334,,"Pedido generado",5727,0,,"2023-10-05 04:02:09","2023-10-05 05:00:42",N17847,,,,
"San Pablo",429336,A429336,Entregado,,1,,"2023-10-05 04:03:55",,,,,,
"San Pablo",429319,A429319,"En ruta",,1,,"2023-10-05 04:04:14",,SP2056,SP2070,,,
"San Pablo",A429337,,"Pedido generado",5725,0,,"2023-10-05 04:04:41","2023-10-05 04:37:30",N17860,,,,
"San Pablo",A429338,A429338,"Pedido generado",,0,,"2023-10-05 04:07:10",,,,,,
"San Pablo",A429339,,"Pedido generado",,0,,"2023-10-05 04:10:53",,,,,,
"La Noria",BB142807,,"En ruta",,1,,"2023-10-05 04:11:42",,,,,,
"La Noria",BB142808,,"En ruta",,2,,"2023-10-05 04:12:48",,,,,,
"San Pablo",A429341,,"En ruta",,1,,"2023-10-05 04:13:30",,,,,,
"San Pablo",A429342,,Fabricado,,1,2296,"2023-10-05 04:14:02",,,,,,
"San Pablo",A429345,,"Pedido generado",,0,,"2023-10-05 04:21:59",,,,,,
"San Pablo",A429343,A429343,"Recibido por embarques",5731,0,,"2023-10-05 04:22:30","2023-10-06 03:58:25",N17856,N17857,,,
"La Noria",BB142812,BB142812,"En ruta",,1,,"2023-10-05 04:27:08",,,,,,
"San Pablo",A429350,,"En ruta",,1,,"2023-10-05 04:31:42",,,,,,
"San Pablo",A429351,,Entregado,5746,1,,"2023-10-05 04:32:07","2023-10-09 07:45:08",N17872,,,,
"San Pablo",429346,,"En ruta",,1,,"2023-10-05 04:32:13",,,,,,
"San Pablo",429349,,"Pedido generado",,0,,"2023-10-05 04:32:27",,,,,,
"San Pablo",A429352,,"En ruta",,1,,"2023-10-05 04:32:44",,,,,,
"La Noria",BB142813,,"En ruta",,1,,"2023-10-05 04:34:51",,,,,,
"La Noria",BB142789,,"Pedido generado",,0,,"2023-10-05 04:36:11",,"Evidencia de entrega del material",,,,
"La Noria",BB142814,,"En ruta",,1,,"2023-10-05 04:37:11",,,,,,
"La Noria",BB142815,,"Pedido generado",,0,,"2023-10-05 04:37:25",,,,,,
"La Noria",BB142790,,"En ruta",,2,,"2023-10-05 04:40:37",,,,,,
"La Noria",BB142816,,"En ruta",,1,,"2023-10-05 04:48:03",,,,,,
"San Pablo",XAXX,,"Pedido generado",,0,,"2023-10-05 04:49:47",,,,,,
"San Pablo",A429357,,"En ruta",,1,,"2023-10-05 05:00:30",,,,,,
"La Noria",BB142818,,"En ruta",,1,,"2023-10-05 05:01:45",,,,,,
"San Pablo",A429358,,"En ruta",,1,,"2023-10-05 05:01:55",,,,,,
"La Noria",BB142819,BB142819,"En ruta",,2,,"2023-10-05 05:06:19",,,,,,
"La Noria",BB142817,BB142817,"En ruta",,1,,"2023-10-05 05:06:43",,,,,,
"San Pablo",A429361,,"Pedido generado",,0,,"2023-10-05 05:11:48",,,,,,
"San Pablo",A429359,,"Pedido generado",,0,,"2023-10-05 05:12:04",,,,,,
"San Pablo",429360,,Entregado,,0,,"2023-10-05 05:12:20",,"Evidencia de entrega del material",,,,
"San Pablo",A429362,,"Pedido generado",,0,,"2023-10-05 05:14:15",,,,,,
"San Pablo",A429363,,"En ruta",,1,,"2023-10-05 05:17:44",,,,,,
"San Pablo",A429364,,Entregado,,1,,"2023-10-05 05:20:05",,,,,,
"San Pablo",TYOOORING,,"Pedido generado",,0,,"2023-10-05 05:27:13",,,,,,
"San Pablo",A429356,A429356,Entregado,,1,,"2023-10-05 05:28:31",,,,,,
"San Pablo",A429365,A429365,Entregado,,1,2299,"2023-10-05 05:28:50",,,,,,
"San Pablo",f1,,"Pedido generado",1560,0,,"2023-10-05 05:28:52","2023-10-05 05:29:17",SP1450,,,,
"San Pablo",429366,,"En ruta",,1,,"2023-10-05 05:35:46",,,,,,
"San Pablo",127181,429501,Devolución,,1,,"2023-10-05 05:37:12",,,,,,
"San Pablo",128562,A429951,Entregado,5769,0,1350,"2023-10-05 05:38:11","2023-10-11 04:08:08",N17894,,,,
"La Noria",BB142820,,Entregado,,1,,"2023-10-05 05:43:50",,,,,,
"San Pablo",A429369,A429369,"Recibido por embarques",5730,0,,"2023-10-05 05:46:39","2023-10-06 03:57:43",N17855,,,,
"San Pablo",A426397,A429367,Entregado,,1,,"2023-10-05 05:47:04",,,,,,
"San Pablo",429368,,Entregado,,1,2301,"2023-10-05 05:51:06",,,,,,
"La Noria",142821,,Entregado,,1,,"2023-10-05 05:52:23",,,,,,
"La Noria",142822,,Entregado,N003282,1,,"2023-10-05 05:57:08","2023-10-05 08:00:34",18002,,,,
"San Pablo",429372,,"En ruta",,2,,"2023-10-05 05:57:22",,,,,,
"San Pablo",A429371,,"En ruta",,1,,"2023-10-05 06:00:48",,,,,,
"La Noria",62010,,Fabricado,,0,1348,"2023-10-05 06:01:11",,,,,,
"La Noria",62011,,Fabricado,,0,1349,"2023-10-05 06:01:27",,,,,,
"San Pablo",429373,,Entregado,,1,,"2023-10-05 06:07:49",,,,,,
"La Noria",BB142823,,Entregado,,1,,"2023-10-05 06:08:22",,,,,,
"San Pablo",429374,,"En ruta",,1,,"2023-10-05 06:21:02",,,,,,
"San Pablo",429375,A429375,"En ruta",,1,,"2023-10-05 06:23:31",,,,,,
"San Pablo",A429376,,Entregado,,1,,"2023-10-05 06:25:45",,,,,,
"La Noria",BB142824,,"En ruta",,1,,"2023-10-05 06:35:24",,,,,,
"La Noria",BB142826,,"En ruta",,2,,"2023-10-05 06:35:45",,,,,,
"La Noria",BB142825,,Entregado,N003286,1,,"2023-10-05 06:36:47","2023-10-06 04:18:58",18004,,,,
"San Pablo",A429377,,"En ruta",,1,,"2023-10-05 06:38:11",,,,,,
"La Noria",BB142827,,"En ruta",,1,,"2023-10-05 06:39:40",,,,,,
"San Pablo",429378,,"En ruta",,1,,"2023-10-05 06:42:21",,,,,,
"San Pablo",429380,,"Pedido generado",,0,,"2023-10-05 06:42:41",,,,,,
"San Pablo",429383,,"En ruta",,1,,"2023-10-05 06:45:05",,,,,,
"San Pablo",429382,A429382,Entregado,,1,,"2023-10-05 06:46:28",,,,,,
"San Pablo",429379,A429379,"En ruta",,1,,"2023-10-05 06:47:00",,,,,,
"San Pablo",429381,A429381,"En ruta",,1,,"2023-10-05 06:47:18",,,,,,
"San Pablo",A429385,,"En ruta",,1,,"2023-10-05 06:48:13",,,,,,
"San Pablo",A429386,,Entregado,,1,,"2023-10-05 06:49:13",,,,,,
"San Pablo",429388,A429388,"En ruta",,1,,"2023-10-05 06:49:23",,,,,,
"San Pablo",429387,,"En ruta",,1,,"2023-10-05 06:49:25",,,,,,
"La Noria",BB142828,,Entregado,,1,,"2023-10-05 06:51:05",,,,,,
"San Pablo",A429389,,Entregado,,1,,"2023-10-05 06:52:09",,,,,,
"San Pablo",429390,,Entregado,,1,,"2023-10-05 06:53:30",,,,,,
"San Pablo",A429391,,"En ruta",,1,,"2023-10-05 06:54:24",,,,,,
"San Pablo",A429393,,"En ruta",,1,,"2023-10-05 06:55:02",,,,,,
"San Pablo",429392,,"En ruta",,1,1363,"2023-10-05 06:57:15",,,,,,
"San Pablo",429392,,"Pedido generado",,0,,"2023-10-05 06:57:15",,,,,,
"San Pablo",429395,,"Pedido generado",,0,,"2023-10-05 06:58:52",,,,,,
"La Noria",BB142829,BB142829,"En ruta",,1,,"2023-10-05 06:59:54",,,,,,
"La Noria",BB142830,BB142830,"En ruta",,1,,"2023-10-05 07:00:12",,,,,,
"La Noria",62020,,Fabricado,,0,1351,"2023-10-05 07:00:28",,,,,,
"San Pablo",429396,,"Pedido generado",,0,,"2023-10-05 07:03:14",,,,,,
"San Pablo",439397,A429397,"Pedido generado",,0,,"2023-10-05 07:03:42",,,,,,
"San Pablo",429397,A429397,Entregado,,1,,"2023-10-05 07:04:25",,,,,,
"San Pablo",A429398,,Entregado,,2,,"2023-10-05 07:05:03",,,,,,
"San Pablo",A429399,,Entregado,,1,,"2023-10-05 07:10:18",,,,,,
"San Pablo",128289,A429722,Entregado,,2,2300,"2023-10-05 07:11:10",,,,,,
"San Pablo",429400,,Entregado,,1,,"2023-10-05 07:13:30",,,,,,
"La Noria",BB142831,,Entregado,,1,,"2023-10-05 07:13:48",,,,,,
"La Noria",BB142832,,Entregado,,1,,"2023-10-05 07:14:14",,,,,,
"San Pablo",A429401,,Entregado,,1,,"2023-10-05 07:16:26",,,,,,
"La Noria",BB142833,,"En ruta",,1,,"2023-10-05 07:16:56",,,,,,
"San Pablo",A429394,A429394,"Pedido generado",5728,0,,"2023-10-05 07:19:35","2023-10-05 07:34:51",N17851,,,,
"San Pablo",A429403,,Entregado,,2,2302,"2023-10-05 07:26:39",,,,,,
"San Pablo",A429404,,"En ruta",,1,,"2023-10-05 07:27:18",,,,,,
"San Pablo",A429406,,Entregado,,1,,"2023-10-05 07:29:51",,,,,,
"La Noria",BB142834,,Entregado,,1,,"2023-10-05 07:31:40",,,,,,
"San Pablo",429405,,Entregado,,1,,"2023-10-05 07:36:51",,,,,,
"San Pablo",429408,,Entregado,,2,,"2023-10-05 07:37:09",,,,,,
"La Noria",BB142836,BB142836,Entregado,,1,,"2023-10-05 07:39:05",,,,,,
"San Pablo",A429410,,"En ruta",,1,,"2023-10-05 07:39:06",,,,,,
"San Pablo",429409,,"En ruta",,1,,"2023-10-05 07:40:14",,,,,,
"San Pablo",A429411,,Entregado,5791,1,1357,"2023-10-05 07:40:50","2023-10-14 04:00:21",N17914,,,,
"La Noria",142837,,Entregado,,1,,"2023-10-05 07:46:02",,,,,,
"San Pablo",A429413,,Entregado,,1,,"2023-10-05 07:47:24",,,,,,
"San Pablo",429414,,"Pedido generado",,0,,"2023-10-05 07:48:21",,,,,,
"San Pablo",A429415,,Entregado,,1,,"2023-10-05 07:52:11",,,,,,
"San Pablo",A429416,,"En ruta",,1,,"2023-10-05 07:55:11",,,,,,
"San Pablo",A429417,,"En ruta",,1,,"2023-10-05 08:01:32",,,,,,
"La Noria",BB142838,BB142838,Entregado,,1,,"2023-10-05 08:02:57",,,,,,
"San Pablo",A429418,,"En ruta",,1,,"2023-10-05 08:03:37",,,,,,
"San Pablo",RUML,,"Pedido generado",,0,,"2023-10-05 08:06:48",,,,,,
"San Pablo",429420,,"En ruta",,1,,"2023-10-05 08:10:03",,,,,,
"San Pablo",128631,A429716,Entregado,,0,,"2023-10-05 08:10:36",,,,,,
"La Noria",BB142839,BB142853,Entregado,,1,,"2023-10-05 08:10:42",,,,,,
"La Noria",BB142840,,"En ruta",,1,,"2023-10-05 08:15:02",,,,,,
"La Noria",BB142841,BB142841,Entregado,,1,,"2023-10-05 08:17:19",,,,,,
"San Pablo",429421,,Entregado,,1,,"2023-10-05 08:26:35",,,,,,
"La Noria",BB142835,,"Pedido generado",,0,,"2023-10-05 08:26:41",,"Evidencia del material entregado",,,,
"La Noria",BB142842,,"En ruta",,1,,"2023-10-05 08:27:54",,,,,,
"San Pablo",126634,,"Pedido generado",,0,,"2023-10-05 08:28:04",,,,,,
"San Pablo",128634,429492,Entregado,,1,,"2023-10-05 08:28:41",,,,,,
"La Noria",BB142843,BB142843,"En ruta",,1,,"2023-10-05 08:28:56",,,,,,
"San Pablo",429423,,Entregado,,1,,"2023-10-05 08:38:19",,,,,,
"San Pablo",429424,,"En ruta",,1,,"2023-10-05 08:40:35",,,,,,
"San Pablo",A429425,,Entregado,,1,,"2023-10-05 08:42:44",,,,,,
"La Noria",N62040,,Fabricado,,0,1354,"2023-10-05 08:48:17",,,,,,
"La Noria",BB142844,BB142844,Entregado,,1,,"2023-10-05 08:51:09",,,,,,
"San Pablo",A429427,,"Pedido generado",,0,,"2023-10-05 08:58:25",,,,,,
"La Noria",BB142845,,Entregado,,1,,"2023-10-05 08:58:26",,,,,,
"La Noria",BB142846,,Entregado,,0,,"2023-10-05 09:00:27",,N3658,N3665,,,
"San Pablo",A429429,,"En ruta",,1,,"2023-10-05 09:04:38",,,,,,
"San Pablo",429428,,"En ruta",,1,,"2023-10-05 09:05:20",,,,,,
"San Pablo",A429430,,"En ruta",,1,,"2023-10-05 09:06:27",,,,,,
"San Pablo",18001,,"En ruta",,1,,"2023-10-05 09:08:10",,,,,,
"San Pablo",429432,,"Recibido por embarques",,0,,"2023-10-05 09:13:02",,,,,,
"San Pablo",17997,,"En ruta",,1,,"2023-10-05 09:25:40",,,,,,
"San Pablo",17998,,"En ruta",,1,,"2023-10-05 09:25:53",,,,,,
"San Pablo",429434,,Entregado,,1,,"2023-10-05 09:27:53",,,,,,
"San Pablo",429178,,Entregado,,0,,"2023-10-05 09:30:21",,,,,,
"San Pablo",429426,,Entregado,5764,0,1356,"2023-10-05 09:31:27","2023-10-11 04:09:19",N17892,,,,
"La Noria",BB142847,,Devolución,,1,,"2023-10-05 09:32:27",,,,,,
"San Pablo",128653,A429535,Entregado,,1,,"2023-10-05 09:43:30",,,,,,
"San Pablo",A429436,,Entregado,,1,,"2023-10-05 09:45:02",,,,,,
"San Pablo",A429435,,Entregado,,1,,"2023-10-05 09:45:42",,,,,,
"San Pablo",A429433,A429433,Entregado,,1,,"2023-10-05 09:52:13",,,,,,
"San Pablo",A429437,,Entregado,,1,,"2023-10-05 09:54:08",,,,,,
"San Pablo",429438,,"Pedido generado",,0,,"2023-10-05 09:55:29",,,,,,
"San Pablo",429439,,"En ruta",,1,,"2023-10-05 09:58:59",,,,,,
"La Noria",BB142849,,Entregado,,1,,"2023-10-05 10:06:34",,,,,,
"La Noria",BB142848,,"En ruta",,2,,"2023-10-05 10:07:02",,,,,,
"San Pablo",429440,A429440,"En ruta",,1,,"2023-10-05 10:07:06",,,,,,
"San Pablo",A429422,,Entregado,,1,,"2023-10-05 10:08:58",,,,,,
"La Noria",N62059,BB142866,Entregado,,1,,"2023-10-05 10:13:30",,,,,,
"San Pablo",429441,A429441,"En ruta",,1,,"2023-10-05 10:14:20",,,,,,
"San Pablo",429442,A429442,"En ruta",,1,,"2023-10-05 10:14:36",,,,,,
"San Pablo",429244,,"Pedido generado",,0,,"2023-10-05 10:18:55",,,,,,
"San Pablo",429443,,Cancelado,,0,,"2023-10-05 10:19:13",,,,,,
"San Pablo",429244,,"Pedido generado",,0,,"2023-10-05 10:19:18",,,,,,
"San Pablo",429444,,"Pedido generado",,0,,"2023-10-05 10:20:04",,,,,,
"San Pablo",A429446,,"Pedido generado",,0,,"2023-10-05 10:31:07",,,,,,
"San Pablo",429447,,Entregado,,1,,"2023-10-05 10:34:42",,,,,,
"La Noria",BB142850,,Entregado,,1,,"2023-10-05 10:36:12",,,,,,
"San Pablo",128324,A429643,Devolución,,1,,"2023-10-05 10:40:25",,,,,,
"San Pablo",128326,A429645,Entregado,,1,,"2023-10-05 10:40:50",,,,,,
"San Pablo",429448,,"En ruta",,1,,"2023-10-05 10:41:23",,,,,,
"San Pablo",128328,A429941,Entregado,5763,0,1358,"2023-10-05 10:41:44","2023-10-11 04:08:44",N17893,,,,
"San Pablo",A429451,,"En ruta",,1,,"2023-10-05 10:41:58",,,,,,
"San Pablo",A429450,,"En ruta",,1,,"2023-10-05 10:42:23",,,,,,
"San Pablo",429449,A429449,"En ruta",,1,,"2023-10-05 10:43:09",,,,,,
"La Noria",BB142851,BB142851,Entregado,,1,,"2023-10-05 10:52:34",,,,,,
"La Noria",BB142852,BB142852,Entregado,,1,,"2023-10-05 10:53:21",,,,,,
"San Pablo",429452,A429452,Entregado,,1,,"2023-10-05 10:58:12",,,,,,
"La Noria",62071,,"Recibido por embarques",,0,,"2023-10-05 11:02:50",,,,,,
"San Pablo",429453,,"Pedido generado",,0,,"2023-10-05 11:03:31",,,,,,
"San Pablo",429454,A429454,"En ruta",,1,,"2023-10-05 11:11:52",,,,,,
"La Noria",N62074,BB142820,"Recibido por embarques",,0,,"2023-10-05 11:15:19",,,,,,
"La Noria",N62073,BB142871,Entregado,,1,,"2023-10-05 11:15:36",,,,,,
"San Pablo",128682,A429697,Entregado,,1,,"2023-10-05 11:17:20",,,,,,
"San Pablo",429456,A429456,Entregado,,1,,"2023-10-05 11:20:56",,,,,,
"San Pablo",429457,A429457,Entregado,5732,1,,"2023-10-05 11:21:08","2023-10-06 03:59:03",N17853,,,,
"San Pablo",429458,A429458,Entregado,,1,2303,"2023-10-05 11:24:54",,,,,,
"La Noria",BB142854,,Entregado,,1,,"2023-10-05 11:26:22",,,,,,
"San Pablo",A429459,,Entregado,,2,,"2023-10-05 11:28:29",,,,,,
"San Pablo",A429460,,Entregado,,1,,"2023-10-05 11:31:13",,,,,,
"La Noria",BB142855,,Entregado,,1,,"2023-10-05 11:32:24",,,,,,
"La Noria",BB142856,BB142856,Entregado,,1,,"2023-10-05 11:32:36",,,,,,
"San Pablo",A429461,,Entregado,,1,,"2023-10-05 11:38:12",,,,,,
"San Pablo",A429463,,Entregado,,1,,"2023-10-05 11:41:43",,,,,,
"San Pablo",A429462,A429462,"Recibido por embarques",,0,,"2023-10-05 11:43:52",,SP2054,,,,
"La Noria",BB142857,,Entregado,,1,1355,"2023-10-05 11:45:08",,,,,,
"La Noria",BB142858,,Entregado,,1,,"2023-10-05 11:53:33",,,,,,
"San Pablo",429464,,Entregado,5748,0,1359,"2023-10-05 12:02:24","2023-10-09 10:39:54",N17875,,,,
"San Pablo",A429465,,Entregado,5743,2,,"2023-10-05 12:02:59","2023-10-09 06:29:25",N17870,,,,
"San Pablo",A429467,,"Pedido generado",,0,,"2023-10-06 02:20:08",,,,,,
"San Pablo",A429468,,"Pedido generado",,0,,"2023-10-06 02:20:22",,,,,,
"San Pablo",A429469,,"Pedido generado",,0,,"2023-10-06 02:20:34",,,,,,
"San Pablo",A429470,,"Pedido generado",,0,,"2023-10-06 02:24:30",,,,,,
"San Pablo",A429471,,"Pedido generado",,0,,"2023-10-06 02:25:11",,,,,,
"San Pablo",A429472,,"En ruta",,1,,"2023-10-06 02:27:11",,,,,,
"San Pablo",A429473,,"En ruta",,1,,"2023-10-06 02:28:44",,,,,,
"San Pablo",A429033,,"Pedido generado",,0,,"2023-10-06 02:33:29",,,,,,
"San Pablo",A429474,,Entregado,,2,2308,"2023-10-06 02:38:17",,,,,,
"San Pablo",A429475,,"En ruta",,1,,"2023-10-06 02:40:04",,,,,,
"San Pablo",A429476,,"En ruta",,1,,"2023-10-06 02:42:53",,,,,,
"San Pablo",429477,,"Pedido generado",,0,,"2023-10-06 02:49:43",,,,,,
"San Pablo",A429478,,"Pedido generado",,0,,"2023-10-06 02:52:12",,,,,,
"San Pablo",A429479,,"En ruta",,1,,"2023-10-06 02:52:27",,,,,,
"San Pablo",429480,,"En ruta",,1,,"2023-10-06 02:55:14",,,,,,
"San Pablo",A429481,,Entregado,,1,,"2023-10-06 02:56:20",,,,,,
"La Noria",BB142859,BB142859,"En ruta",,1,,"2023-10-06 02:56:29",,,,,,
"La Noria",BB142860,BB142860,Entregado,,1,,"2023-10-06 02:56:51",,,,,,
"La Noria",BB142861,BB142861,"En ruta",,1,,"2023-10-06 02:57:08",,,,,,
"La Noria",BB142862,BB142862,"En ruta",,2,,"2023-10-06 03:04:12",,,,,,
"San Pablo",429484,,Entregado,,1,,"2023-10-06 03:14:17",,,,,,
"La Noria",BB142864,BB142864,"En ruta",,1,,"2023-10-06 03:15:02",,,,,,
"La Noria",BB142865,BB142865,"En ruta",,1,,"2023-10-06 03:15:23",,,,,,
"San Pablo",A429486,,"Pedido generado",,0,,"2023-10-06 03:16:35",,,,,,
"San Pablo",A429487,,"En ruta",,1,,"2023-10-06 03:17:19",,,,,,
"San Pablo",A429482,,"Pedido generado",,0,,"2023-10-06 03:17:59",,,,,,
"San Pablo",429485,,"Pedido generado",,0,,"2023-10-06 03:18:31",,,,,,
"San Pablo",A429488,,"En ruta",,1,,"2023-10-06 03:19:49",,,,,,
"San Pablo",A429490,,"En ruta",,2,,"2023-10-06 03:21:57",,,,,,
"San Pablo",A429491,,Entregado,,1,2305,"2023-10-06 03:22:05",,,,,,
"La Noria",BB142867,,"En ruta",,2,,"2023-10-06 03:25:51",,,,,,
"San Pablo",A429496,,"En ruta",,1,,"2023-10-06 03:30:42",,,,,,
"San Pablo",429495,,Entregado,5749,0,,"2023-10-06 03:31:22","2023-10-09 10:40:29",N17877,,,,
"San Pablo",A429497,,"Recibido por embarques",5742,0,,"2023-10-06 03:39:21","2023-10-09 06:28:40",N17871,,,,
"San Pablo",A429499,,"En ruta",,1,,"2023-10-06 03:39:30",,,,,,
"La Noria",BB142868,,"En ruta",,1,,"2023-10-06 03:40:01",,,,,,
"San Pablo",A429500,,"Recibido por embarques",,0,,"2023-10-06 03:52:55",,,,,,
"San Pablo",429502,,"En ruta",,1,,"2023-10-06 04:06:10",,,,,,
"La Noria",BB142869,BB142869,Entregado,,1,,"2023-10-06 04:07:31",,,,,,
"La Noria",BB142872,BB142872,"En ruta",,2,,"2023-10-06 04:08:33",,,,,,
"La Noria",BB142873,BB142873,"En ruta",,1,,"2023-10-06 04:08:52",,,,,,
"La Noria",BB142874,,"En ruta",,2,,"2023-10-06 04:10:42",,,,,,
"San Pablo",429503,A429503,"En ruta",,1,,"2023-10-06 04:13:35",,,,,,
"La Noria",BB142870,,Entregado,,1,,"2023-10-06 04:17:01",,,,,,
"San Pablo",429504,,"Pedido generado",,0,,"2023-10-06 04:17:11",,,,,,
"San Pablo",A429506,,"En ruta",,1,,"2023-10-06 04:17:25",,,,,,
"San Pablo",429505,A429505,Entregado,,1,,"2023-10-06 04:19:39",,,,,,
"San Pablo",429507,A429507,Entregado,,1,,"2023-10-06 04:20:24",,,,,,
"San Pablo",429508,,"En ruta",,1,,"2023-10-06 04:23:41",,,,,,
"San Pablo",A429511,,Entregado,,1,,"2023-10-06 04:31:12",,,,,,
"San Pablo",429513,A429513,"En ruta",,1,,"2023-10-06 04:34:07",,,,,,
"San Pablo",A429510,A429510,Entregado,,1,,"2023-10-06 04:34:43",,,,,,
"San Pablo",429512,,Entregado,,1,2309,"2023-10-06 04:36:06",,,,,,
"San Pablo",429515,,"Pedido generado",,0,,"2023-10-06 04:43:39",,,,,,
"San Pablo",128712,,Fabricado,,0,1360,"2023-10-06 04:44:40",,,,,,
"San Pablo",128716,,Fabricado,,0,2307,"2023-10-06 04:45:05",,,,,,
"San Pablo",128723,431397,Entregado,,2,1361,"2023-10-06 04:45:29",,,,,,
"La Noria",BB142875,BB142875,"En ruta",,1,,"2023-10-06 04:48:33",,,,,,
"San Pablo",A429516,,"En ruta",,1,,"2023-10-06 04:51:23",,,,,,
"La Noria",62101,,"Recibido por embarques",,0,,"2023-10-06 04:53:10",,,,,,
"San Pablo",A429514,,Entregado,,1,,"2023-10-06 04:53:23",,,,,,
"La Noria",BB142876,,"En ruta",,1,,"2023-10-06 04:53:28",,,,,,
"San Pablo",429517,A429517,"En ruta",,1,,"2023-10-06 04:54:54",,,,,,
"San Pablo",429519,A429519,"En ruta",,1,,"2023-10-06 05:03:28",,,,,,
"San Pablo",429520,A429520,Entregado,,1,,"2023-10-06 05:06:56",,,,,,
"La Noria",142655,,"En ruta",,1,1362,"2023-10-06 05:07:54",,,,,,
"San Pablo",429521,A429521,"En ruta",,1,,"2023-10-06 05:09:49",,,,,,
"San Pablo",429522,A429522,"En ruta",,1,,"2023-10-06 05:12:17",,,,,,
"San Pablo",A429523,,"En ruta",,1,,"2023-10-06 05:19:51",,,,,,
"San Pablo",429524,A429524,"En ruta",,1,,"2023-10-06 05:26:46",,,,,,
"San Pablo",429526,A429526,"En ruta",,1,,"2023-10-06 05:28:23",,,,,,
"San Pablo",A429525,,"En ruta",,1,,"2023-10-06 05:31:28",,,,,,
"San Pablo",A429527,,"En ruta",,1,,"2023-10-06 05:31:40",,,,,,
"San Pablo",A429528,,"En ruta",,1,,"2023-10-06 05:33:59",,,,,,
"San Pablo",A429529,A429529,Entregado,,1,,"2023-10-06 05:36:27",,,,,,
"San Pablo",A429530,,"En ruta",,1,,"2023-10-06 05:38:20",,,,,,
"San Pablo",429531,,"En ruta",,1,,"2023-10-06 05:44:00",,,,,,
"San Pablo",A429534,,"En ruta",,1,,"2023-10-06 05:54:34",,,,,,
"San Pablo",429533,,Entregado,,0,,"2023-10-06 05:55:38",,"Evidencia de entrega del material",,,,
