Sucursal,Factura,Cotizacion,Estatus,Requisicion,"Salidas Material","Orden de fabricacion","Fecha de Factura","Fecha de Cotizacion",Parcial1,Parcial2,Parcial3,Parcial4,Parcial5
"San Pablo",A430449,,"En ruta",,1,,"2023-10-14 05:43:36",,,,,,
"La Noria",BB143350,,"Recibido por embarques",,0,,"2023-10-14 05:44:12",,,,,,
"San Pablo",A430450,,"Pedido generado",,0,,"2023-10-14 05:47:44",,,,,,
"San Pablo",430451,A430451,Entregado,,1,,"2023-10-14 05:48:59",,,,,,
"San Pablo",430452,,"Pedido generado",,0,,"2023-10-14 05:52:27",,,,,,
"San Pablo",430453,,Entregado,,1,2395,"2023-10-14 05:55:26",,,,,,
"San Pablo",430454,,"Pedido generado",,0,,"2023-10-14 05:55:48",,,,,,
"La Noria",BB143352,,"Pedido generado",,0,,"2023-10-14 05:56:35",,,,,,
"La Noria",BB143351,,"En ruta",,1,,"2023-10-14 05:56:57",,,,,,
"San Pablo",A430455,,"Pedido generado",,0,,"2023-10-14 05:58:03",,,,,,
"San Pablo",A430457,,"Pedido generado",,0,,"2023-10-14 05:58:54",,,,,,
"San Pablo",430456,A430456,Entregado,,1,,"2023-10-14 05:59:04",,,,,,
"La Noria",BB143354,,Entregado,,1,,"2023-10-14 06:05:30",,,,,,
"La Noria",BB143355,,Entregado,,3,,"2023-10-14 06:10:15",,,,,,
"San Pablo",A430458,,"Pedido generado",,0,,"2023-10-14 06:11:33",,,,,,
"La Noria",N62669,BB143375,Entregado,,1,,"2023-10-14 06:15:44",,,,,,
"La Noria",130040,,Fabricado,,0,2394,"2023-10-14 06:18:18",,,,,,
"San Pablo",A430459,,"En ruta",,1,,"2023-10-14 06:19:16",,,,,,
"La Noria",BB143356,,Entregado,,1,,"2023-10-14 06:23:33",,,,,,
"San Pablo",A430461,,Entregado,,1,,"2023-10-14 06:24:05",,,,,,
"San Pablo",130043,,"Pedido generado",,0,,"2023-10-14 06:25:09",,,,,,
"San Pablo",130043,,Fabricado,,0,2393,"2023-10-14 06:25:10",,,,,,
"San Pablo",A430463,,"En ruta",,1,,"2023-10-14 06:26:09",,,,,,
"San Pablo",A430465,,"Pedido generado",,0,,"2023-10-14 06:29:10",,,,,,
"La Noria",BB143357,,Entregado,,1,,"2023-10-14 06:32:15",,,,,,
"San Pablo",A430466,,"Pedido generado",,0,,"2023-10-14 06:32:59",,,,,,
"San Pablo",A430467,,"Pedido generado",,0,,"2023-10-14 06:34:55",,,,,,
"San Pablo",A430470,,"Pedido generado",,0,,"2023-10-14 06:38:07",,,,,,
"La Noria",N62736,BB143382,Entregado,,1,,"2023-10-14 06:39:39",,,,,,
"San Pablo",430471,,"Pedido generado",,0,,"2023-10-14 06:42:06",,,,,,
"La Noria",BB143358,,Entregado,,3,,"2023-10-14 06:47:15",,,,,,
"La Noria",BB143360,BB143360,"En ruta",,1,,"2023-10-14 06:51:10",,,,,,
"La Noria",BB143359,,Entregado,,1,,"2023-10-14 06:51:50",,,,,,
"La Noria",BB143361,,Entregado,,1,,"2023-10-14 06:52:06",,,,,,
"San Pablo",130047,,Fabricado,,0,1418,"2023-10-14 06:52:27",,,,,,
"San Pablo",430473,,Entregado,,1,,"2023-10-14 06:52:31",,,,,,
"La Noria",BB143362,,Entregado,,1,,"2023-10-14 06:57:30",,,,,,
"San Pablo",130016,,"Pedido generado",,0,,"2023-10-14 07:05:02",,,,,,
"San Pablo",A430475,,Entregado,,2,,"2023-10-14 07:07:07",,,,,,
"La Noria",BB143363,,Entregado,,1,,"2023-10-14 07:09:15",,,,,,
"La Noria",BB143364,,Entregado,,0,,"2023-10-14 07:09:27",,N3690,N3696,,,
"La Noria",BB143365,,Entregado,,1,,"2023-10-14 07:09:41",,,,,,
"San Pablo",A430477,,"Pedido generado",,0,,"2023-10-14 07:19:29",,,,,,
"La Noria",BB143366,,Entregado,,0,,"2023-10-14 07:20:58",,"Evidencia de ticket",N3694,"Evidencia de ticket de báscula",N3698,
"La Noria",BB143367,,Entregado,,2,,"2023-10-14 07:26:27",,,,,,
"La Noria",BB143369,,"Pedido generado",,0,,"2023-10-14 07:28:41",,,,,,
"La Noria",BB143368,,"En ruta",,1,,"2023-10-14 07:28:58",,,,,,
"San Pablo",430478,,"En ruta",,1,,"2023-10-14 07:32:11",,,,,,
"La Noria",BB143370,,Entregado,,1,,"2023-10-14 07:39:56",,,,,,
"La Noria",BB143371,,"En ruta",,1,,"2023-10-14 07:47:51",,,,,,
"San Pablo",A430479,A430491,Entregado,,1,,"2023-10-14 07:49:08",,SP2083,SP2087,,,
"San Pablo",A430480,,Entregado,,1,,"2023-10-14 07:56:07",,,,,,
"San Pablo",A430443,,Entregado,,1,,"2023-10-14 07:56:17",,,,,,
"San Pablo",A430,A430481,Entregado,,2,2397,"2023-10-14 07:56:22",,,,,,
"San Pablo",A430445,,Entregado,,1,,"2023-10-14 07:56:31",,,,,,
"San Pablo",A430446,,Entregado,,0,,"2023-10-14 07:56:41",,,,,,
"San Pablo",A430447,,Entregado,,0,,"2023-10-14 07:56:52",,,,,,
"San Pablo",A430448,,Entregado,,1,,"2023-10-14 07:57:03",,,,,,
"San Pablo",A430482,,"En ruta",,1,2398,"2023-10-16 02:08:58",,,,,,
"San Pablo",430483,,"En ruta",,1,,"2023-10-16 02:09:25",,,,,,
"San Pablo",430484,,"En ruta",,1,,"2023-10-16 02:30:06",,,,,,
"San Pablo",A430485,,"En ruta",,1,,"2023-10-16 02:33:07",,,,,,
"La Noria",BB143373,,Entregado,,1,,"2023-10-16 02:34:42",,,,,,
"La Noria",143372,,Entregado,,1,,"2023-10-16 02:38:09",,,,,,
"La Noria",143374,,Entregado,,1,,"2023-10-16 02:38:27",,,,,,
"San Pablo",A430486,,"En ruta",,1,,"2023-10-16 02:43:06",,,,,,
"San Pablo",A430487,,"En ruta",,1,,"2023-10-16 02:48:13",,,,,,
"San Pablo",A430489,,"Pedido generado",5797,0,,"2023-10-16 02:50:24","2023-10-16 03:33:39",N17921,,,,
"San Pablo",A430490,,"En ruta",,1,,"2023-10-16 02:51:04",,,,,,
"San Pablo",A430492,,"Pedido generado",,0,,"2023-10-16 02:59:36",,,,,,
"San Pablo",430493,,"En ruta",,1,,"2023-10-16 03:11:49",,,,,,
"San Pablo",A430495,,Entregado,,1,,"2023-10-16 03:12:59",,,,,,
"San Pablo",A430496,,Entregado,,1,2399,"2023-10-16 03:14:25",,,,,,
"San Pablo",A430497,,"Pedido generado",,0,,"2023-10-16 03:15:45",,,,,,
"San Pablo",A430499,,"Recibido por embarques",,0,,"2023-10-16 03:19:33",,,,,,
"San Pablo",130063,A430847,Fabricado,5814,0,1419,"2023-10-16 03:21:07","2023-10-18 05:40:56",N17944,,,,
"San Pablo",130065,A431172,"En ruta",,1,2396,"2023-10-16 03:21:14",,,,,,
"San Pablo",430500,,"En ruta",,1,,"2023-10-16 03:21:57",,,,,,
"San Pablo",A430501,,"En ruta",,1,,"2023-10-16 03:22:39",,,,,,
"La Noria",BB143376,,Entregado,,1,,"2023-10-16 03:25:00",,,,,,
"San Pablo",430502,A430502,Entregado,,1,,"2023-10-16 03:27:53",,,,,,
"La Noria",BB143377,,"En ruta",,1,,"2023-10-16 03:28:52",,,,,,
"La Noria",BB143378,,"En ruta",,2,,"2023-10-16 03:32:55",,,,,,
"La Noria",BB143380,,"En ruta",,1,,"2023-10-16 03:37:36",,,,,,
"San Pablo",A430503,,"En ruta",,1,,"2023-10-16 03:43:36",,,,,,
"La Noria",BB143381,,"En ruta",,1,,"2023-10-16 03:47:26",,,,,,
"La Noria",BB143379,,"En ruta",,1,,"2023-10-16 03:51:07",,,,,,
"San Pablo",430505,,"En ruta",,1,,"2023-10-16 04:00:05",,,,,,
"San Pablo",A430507,,"Recibido por embarques",,0,,"2023-10-16 04:04:24",,,,,,
"San Pablo",A430506,,"En ruta",,1,,"2023-10-16 04:05:18",,,,,,
"San Pablo",430508,,"En ruta",,1,,"2023-10-16 04:05:50",,,,,,
"La Noria",BB143383,,"En ruta",,1,,"2023-10-16 04:07:25",,,,,,
"San Pablo",430510,,Entregado,,1,2404,"2023-10-16 04:09:25",,,,,,
"San Pablo",A430511,,Entregado,,1,,"2023-10-16 04:11:41",,,,,,
"San Pablo",430488,,Entregado,,1,,"2023-10-16 04:12:12",,,,,,
"La Noria",BB143384,,"En ruta",,1,,"2023-10-16 04:20:21",,,,,,
"La Noria",BB143385,,"En ruta",,1,,"2023-10-16 04:22:40",,,,,,
"La Noria",BB143386,,"En ruta",N003320,1,,"2023-10-16 04:34:55","2023-10-16 05:50:18",18044,,,,
"San Pablo",A430514,,"Pedido generado",,0,,"2023-10-16 04:35:32",,,,,,
"San Pablo",A430517,,Entregado,,2,,"2023-10-16 04:38:57",,,,,,
"La Noria",BB143390,,"En ruta",,2,,"2023-10-16 04:39:36",,,,,,
"San Pablo",A430516,,"En ruta",,1,,"2023-10-16 04:39:57",,,,,,
"San Pablo",A430520,,"En ruta",,0,,"2023-10-16 04:46:31",,,,,,
"San Pablo",A430524,,"En ruta",,1,,"2023-10-16 04:48:21",,,,,,
"San Pablo",A430476,A430476,Entregado,,1,,"2023-10-16 04:55:32",,,,,,
"San Pablo",430526,,Entregado,,0,,"2023-10-16 04:56:56",,,,,,
"La Noria",BB143388,BB143388,Entregado,,1,,"2023-10-16 04:57:17",,,,,,
"La Noria",BB143389,BB143389,"Pedido generado",,0,,"2023-10-16 04:57:32",,,,,,
"La Noria",BB143391,BB143391,Entregado,N003322,0,,"2023-10-16 04:58:07","2023-10-16 09:07:42",18043,,,,
"San Pablo",A430527,,Entregado,,1,,"2023-10-16 04:58:43",,,,,,
"La Noria",BB143392,,"En ruta",,1,,"2023-10-16 05:02:11",,,,,,
"San Pablo",430509,,"En ruta",,1,,"2023-10-16 05:04:52",,,,,,
"San Pablo",A430528,,"En ruta",,1,,"2023-10-16 05:09:22",,,,,,
"San Pablo",A430529,,"Pedido generado",5800,0,,"2023-10-16 05:09:32","2023-10-16 05:21:03",N17924,,,,
"San Pablo",430530,,Entregado,,1,2402,"2023-10-16 05:11:50",,,,,,
"La Noria",BB143393,BB143393,"En ruta",,2,,"2023-10-16 05:14:18",,,,,,
"La Noria",BB143394,BB143394,"En ruta",,4,,"2023-10-16 05:14:32",,,,,,
"La Noria",62774,,Fabricado,,0,1420,"2023-10-16 05:21:27",,,,,,
"San Pablo",430531,,Entregado,,1,,"2023-10-16 05:22:11",,,,,,
"San Pablo",A430534,,"En ruta",,1,,"2023-10-16 05:29:55",,,,,,
"La Noria",BB143395,,"En ruta",,1,,"2023-10-16 05:31:32",,,,,,
"La Noria",BB143396,BB143396,"En ruta",,1,,"2023-10-16 05:33:08",,,,,,
"San Pablo",A430536,,"En ruta",,1,,"2023-10-16 05:34:01",,,,,,
"La Noria",BB143397,BB143397,"En ruta",,1,,"2023-10-16 05:35:43",,,,,,
"San Pablo",430535,,Entregado,,1,2403,"2023-10-16 05:37:00",,,,,,
"San Pablo",130132,430737,Entregado,,1,,"2023-10-16 05:44:31",,,,,,
"San Pablo",130136,430735,Entregado,,1,,"2023-10-16 05:44:48",,,,,,
"San Pablo",A430539,,"En ruta",,1,,"2023-10-16 05:45:47",,,,,,
"San Pablo",A430540,,"En ruta",,1,,"2023-10-16 05:48:40",,,,,,
"San Pablo",430541,A430541,"Pedido generado",5801,0,,"2023-10-16 05:49:28","2023-10-16 06:08:39",N17925,,,,
"San Pablo",130117,430645,Entregado,,1,,"2023-10-16 05:52:30",,,,,,
"San Pablo",130138,430646,Entregado,,1,,"2023-10-16 05:52:41",,,,,,
"San Pablo",430542,,Entregado,,1,,"2023-10-16 06:07:22",,,,,,
"San Pablo",A430543,,"En ruta",,2,,"2023-10-16 06:07:47",,,,,,
"La Noria",BB143399,,"En ruta",,1,,"2023-10-16 06:11:23",,,,,,
"San Pablo",A430544,,"En ruta",,1,,"2023-10-16 06:11:29",,,,,,
"San Pablo",A430546,A430546,"Pedido generado",,0,,"2023-10-16 06:21:10",,,,,,
"San Pablo",A430547,A430547,"Pedido generado",,0,,"2023-10-16 06:21:23",,,,,,
"San Pablo",A430546,A430546,Entregado,,1,,"2023-10-16 06:24:03",,,,,,
"San Pablo",A430547,A430547,Entregado,,1,,"2023-10-16 06:24:16",,,,,,
"San Pablo",A430551,,"Pedido generado",,0,,"2023-10-16 06:27:47",,,,,,
"San Pablo",430552,,"En ruta",,1,,"2023-10-16 06:28:19",,,,,,
"San Pablo",A430050,A430550,"En ruta",,2,,"2023-10-16 06:28:27",,,,,,
"San Pablo",430548,,"En ruta",,1,,"2023-10-16 06:29:43",,,,,,
"San Pablo",430549,,"En ruta",,1,,"2023-10-16 06:30:00",,,,,,
"San Pablo",A430554,,"En ruta",,1,,"2023-10-16 06:32:29",,,,,,
"San Pablo",430553,A430553,Entregado,,1,,"2023-10-16 06:32:53",,,,,,
"La Noria",BB143400,BB143400,Entregado,,1,,"2023-10-16 06:34:33",,,,,,
"La Noria",143398,,Entregado,,1,,"2023-10-16 06:35:04",,,,,,
"San Pablo",130160,A430935,"En ruta",,1,2405,"2023-10-16 06:36:30",,,,,,
"San Pablo",A430555,,Entregado,,1,,"2023-10-16 06:39:00",,,,,,
"La Noria",BB143401,BB143401,Entregado,,1,,"2023-10-16 06:43:20",,,,,,
"San Pablo",A430557,,"En ruta",,1,,"2023-10-16 06:43:30",,,,,,
"San Pablo",430558,,"En ruta",,1,,"2023-10-16 06:45:32",,,,,,
"San Pablo",430559,A430559,"Pedido generado",,0,,"2023-10-16 06:46:40",,,,,,
"San Pablo",A430560,A430560,Entregado,,1,,"2023-10-16 06:48:58",,,,,,
"La Noria",BB143402,,"Pedido generado",,0,,"2023-10-16 06:51:25",,,,,,
"La Noria",BB143404,,"En ruta",N003321,1,,"2023-10-16 06:55:09","2023-10-16 07:08:50",,,,,
"La Noria",BB143405,,"En ruta",,1,,"2023-10-16 06:56:03",,,,,,
"La Noria",143406,,"En fabricación",,0,1421,"2023-10-16 06:58:56",,,,,,
"San Pablo",A430561,,Entregado,,1,,"2023-10-16 07:00:58",,,,,,
"San Pablo",A430562,,"En ruta",,1,,"2023-10-16 07:05:44",,,,,,
"San Pablo",430563,A430563,"Pedido generado",,0,,"2023-10-16 07:07:56",,,,,,
"San Pablo",A430564,,Devolución,,1,,"2023-10-16 07:11:39",,,,,,
"San Pablo",A430565,,Entregado,,1,,"2023-10-16 07:11:50",,,,,,
"San Pablo",A430566,,Entregado,,1,,"2023-10-16 07:12:00",,,,,,
"La Noria",BB143403,BB143403,Entregado,,1,,"2023-10-16 07:19:50",,,,,,
"La Noria",N62779,BB143519,Entregado,,1,,"2023-10-16 07:24:02",,,,,,
"San Pablo",A430570,,"En ruta",,1,,"2023-10-16 07:31:15",,,,,,
"San Pablo",A430571,,"En ruta",,1,,"2023-10-16 07:35:10",,,,,,
"San Pablo",430572,,"En ruta",,1,,"2023-10-16 07:38:51",,,,,,
"San Pablo",A430574,,Entregado,,1,,"2023-10-16 07:42:00",,,,,,
"San Pablo",430573,,"En ruta",,1,,"2023-10-16 07:42:28",,,,,,
"San Pablo",A430575,,"Pedido generado",,0,,"2023-10-16 07:42:59",,,,,,
"San Pablo",A430578,,Entregado,,2,,"2023-10-16 07:51:34",,,,,,
"San Pablo",A430579,,"En ruta",,1,,"2023-10-16 07:52:15",,,,,,
"San Pablo",A430577,A430577,Entregado,,1,,"2023-10-16 07:53:04",,,,,,
"San Pablo",A430576,A430576,Entregado,,1,,"2023-10-16 07:53:21",,,,,,
"San Pablo",A430580,,Entregado,,1,2406,"2023-10-16 07:54:00",,,,,,
"La Noria",BB143408,,Entregado,,1,,"2023-10-16 07:55:12",,,,,,
"La Noria",BB143409,BB143409,Entregado,,1,,"2023-10-16 07:56:36",,,,,,
"La Noria",BB143407,BB143407,"En ruta",,1,,"2023-10-16 07:56:56",,,,,,
"San Pablo",A430583,,"En ruta",,1,,"2023-10-16 08:06:20",,,,,,
"San Pablo",A430584,,"En ruta",,1,,"2023-10-16 08:07:25",,,,,,
"La Noria",BB143410,,Entregado,,1,,"2023-10-16 08:07:42",,,,,,
"San Pablo",130205,A430649,Entregado,,1,,"2023-10-16 08:12:31",,,,,,
"San Pablo",430568,A430568,"En ruta",,1,,"2023-10-16 08:19:05",,,,,,
"San Pablo",A430586,,"Recibido por embarques",,0,,"2023-10-16 08:20:10",,,,,,
"San Pablo",A430587,,"Recibido por embarques",,0,,"2023-10-16 08:20:24",,,,,,
"La Noria",BB143411,,Entregado,N003326,0,,"2023-10-16 08:20:24","2023-10-18 09:04:31",N3693,18049,N3705,,
"San Pablo",A430588,,"En ruta",,1,,"2023-10-16 08:20:38",,,,,,
"San Pablo",430589,,"Recibido por embarques",,0,,"2023-10-16 08:23:51",,,,,,
"La Noria",BB143412,,"En ruta",,2,,"2023-10-16 08:24:24",,,,,,
"San Pablo",430568,,"Pedido generado",,0,,"2023-10-16 08:25:44",,,,,,
"San Pablo",18042,,"En ruta",,1,,"2023-10-16 08:25:56",,,,,,
"San Pablo",430585,A430585,"En ruta",,1,,"2023-10-16 08:27:16",,,,,,
"San Pablo",A430591,,Entregado,,1,2407,"2023-10-16 08:28:57",,,,,,
"San Pablo",430592,,Entregado,,1,,"2023-10-16 08:32:02",,,,,,
"San Pablo",430593,,"En ruta",,1,,"2023-10-16 08:32:52",,,,,,
"San Pablo",A430594,,"Recibido por embarques",5818,0,,"2023-10-16 08:34:14","2023-10-19 04:07:38",,,,,
"San Pablo",430597,,"En ruta",,1,,"2023-10-16 08:38:52",,,,,,
"San Pablo",430596,,Entregado,,1,,"2023-10-16 08:39:25",,,,,,
"La Noria",BB143413,,"En ruta",,1,,"2023-10-16 08:43:11",,,,,,
"San Pablo",130216,A430648,Entregado,,1,,"2023-10-16 08:43:39",,,,,,
"San Pablo",130196,A430644,Entregado,,1,,"2023-10-16 08:45:47",,,,,,
"San Pablo",130198,A430647,Entregado,,1,,"2023-10-16 08:46:33",,,,,,
"San Pablo",430598,,Entregado,5824,0,,"2023-10-16 08:52:51","2023-10-19 04:41:42",N17941,,,,
"San Pablo",430599,,"En ruta",,1,,"2023-10-16 08:54:30",,,,,,
"San Pablo",A430602,,Entregado,,1,,"2023-10-16 08:58:26",,,,,,
"San Pablo",A430600,,"En ruta",,1,,"2023-10-16 08:58:41",,,,,,
"La Noria",BB143415,,"En ruta",,1,,"2023-10-16 08:58:54",,,,,,
"San Pablo",A430603,,"En ruta",,1,,"2023-10-16 09:02:30",,,,,,
"La Noria",N62802,BB143508,"En ruta",,2,1422,"2023-10-16 09:50:51",,,,,,
"San Pablo",430604,,"En ruta",,1,,"2023-10-16 10:09:29",,,,,,
"La Noria",143416,,"En ruta",,1,,"2023-10-16 10:12:57",,,,,,
"San Pablo",430605,,"En ruta",,1,,"2023-10-16 10:13:37",,,,,,
"La Noria",BB143417,,Entregado,,1,,"2023-10-16 10:19:15",,,,,,
"La Noria",143418,,"En ruta",,2,,"2023-10-16 10:23:22",,,,,,
"San Pablo",430606,A430606,Entregado,,1,,"2023-10-16 10:23:43",,,,,,
"San Pablo",A430607,,"Pedido generado",,0,,"2023-10-16 10:25:35",,,,,,
"San Pablo",130227,A430843,Entregado,,1,,"2023-10-16 10:31:22",,,,,,
"San Pablo",130148,,"Recibido por embarques",,0,,"2023-10-16 10:31:40",,,,,,
"San Pablo",430608,A430608,Entregado,,1,,"2023-10-16 10:32:35",,,,,,
"San Pablo",A430610,,"En ruta",,1,,"2023-10-16 10:36:57",,,,,,
"San Pablo",A430611,A430611,Entregado,,2,2408,"2023-10-16 10:40:17",,,,,,
"La Noria",BB143419,,Entregado,,1,,"2023-10-16 10:41:25",,,,,,
"San Pablo",A430613,,"En ruta",,1,,"2023-10-16 10:42:01",,,,,,
"San Pablo",A430612,,Entregado,,1,,"2023-10-16 10:42:10",,,,,,
"San Pablo",A430614,,"Pedido generado",,0,,"2023-10-16 10:43:00",,,,,,
"La Noria",62797,,"Recibido por embarques",,0,,"2023-10-16 10:43:09",,,,,,
"La Noria",BB143421,,Entregado,,1,,"2023-10-16 10:44:28",,,,,,
"La Noria",BB143422,BB143422,Entregado,,1,,"2023-10-16 10:45:54",,,,,,
"La Noria",BB143420,BB143420,"En ruta",,3,,"2023-10-16 10:46:13",,,,,,
"San Pablo",430617,A430617,"En ruta",,1,,"2023-10-16 10:47:11",,,,,,
"San Pablo",430616,,Entregado,,1,,"2023-10-16 10:48:30",,,,,,
"La Noria",BB143423,,Entregado,,1,,"2023-10-16 10:50:17",,,,,,
"San Pablo",430619,,Entregado,,1,,"2023-10-16 10:52:56",,,,,,
"San Pablo",430620,,"Pedido generado",,0,,"2023-10-16 10:54:44",,,,,,
"San Pablo",A430621,,"En ruta",,1,2409,"2023-10-16 10:56:23",,,,,,
"San Pablo",A430622,,Entregado,,1,,"2023-10-16 11:01:25",,,,,,
"La Noria",BB143424,,Entregado,,1,,"2023-10-16 11:02:21",,,,,,
"La Noria",B143425,,Entregado,,1,,"2023-10-16 11:02:35",,,,,,
"San Pablo",430623,A430623,Entregado,,1,,"2023-10-16 11:04:26",,,,,,
"La Noria",BB143426,,Entregado,,1,,"2023-10-16 11:04:35",,,,,,
"La Noria",62841,,"En fabricación",,0,1423,"2023-10-16 11:05:54",,,,,,
"San Pablo",A430624,,"En ruta",,1,,"2023-10-16 11:07:29",,,,,,
"San Pablo",A430625,,"Pedido generado",,0,,"2023-10-16 11:07:54",,,,,,
"La Noria",BB143427,,Entregado,,1,,"2023-10-16 11:12:02",,,,,,
"La Noria",BB143428,,Entregado,,2,,"2023-10-16 11:12:17",,,,,,
"La Noria",BB143429,,"Pedido generado",,0,,"2023-10-16 11:14:33",,,,,,
"San Pablo",A430626,,"En ruta",,1,2411,"2023-10-16 11:14:48",,SP2089,SP2097,2097,,
"San Pablo",130249,A430682,Entregado,,1,,"2023-10-16 11:16:12",,,,,,
"San Pablo",A430629,,Entregado,,1,,"2023-10-16 11:17:36",,,,,,
"San Pablo",430627,,Entregado,,1,2412,"2023-10-16 11:18:11",,,,,,
"San Pablo",430628,A430628,Entregado,,1,,"2023-10-16 11:18:35",,,,,,
"San Pablo",130265,A430671,Entregado,,1,,"2023-10-16 11:25:58",,,,,,
"San Pablo",430630,,Entregado,,1,2413,"2023-10-16 11:27:32",,,,,,
"La Noria",BB143431,,Entregado,,1,,"2023-10-16 11:36:59",,,,,,
"San Pablo",A430631,,"En ruta",,1,,"2023-10-16 11:39:39",,,,,,
"San Pablo",A430632,,"Pedido generado",,0,,"2023-10-16 11:39:49",,,,,,
"San Pablo",130211,431416,"En ruta",,1,1426,"2023-10-16 11:41:11",,,,,,
"San Pablo",130200,,Fabricado,,0,1425,"2023-10-16 11:41:34",,,,,,
"San Pablo",130189,,Fabricado,,0,1424,"2023-10-16 11:42:04",,,,,,
"San Pablo",A430635,,Entregado,,1,2414,"2023-10-16 11:43:56",,,,,,
"La Noria",BB143432,,"Pedido generado",,0,,"2023-10-16 11:44:48",,,,,,
"San Pablo",430634,,Devolución,,1,,"2023-10-16 11:44:53",,,,,,
"San Pablo",430633,,"En ruta",,1,,"2023-10-16 11:45:56",,,,,,
"San Pablo",430636,,"En ruta",,1,,"2023-10-16 11:46:21",,,,,,
"La Noria",BB143434,BB143434,"En ruta",,2,,"2023-10-16 11:52:53",,,,,,
"La Noria",BB143435,,Entregado,,1,,"2023-10-16 11:53:16",,,,,,
"La Noria",BB143433,BB143433,Entregado,,1,,"2023-10-16 11:53:22",,,,,,
"San Pablo",430637,A430637,"Recibido por embarques",,0,,"2023-10-16 11:53:42",,SP2091,,,,
"San Pablo",430639,,Entregado,,1,,"2023-10-16 11:55:36",,,,,,
"San Pablo",A430640,,"En ruta",,1,,"2023-10-16 11:56:39",,,,,,
"San Pablo",A430641,,"En ruta",,1,,"2023-10-16 11:56:45",,,,,,
"La Noria",BB143437,BB143437,"En ruta",,1,,"2023-10-16 11:59:11",,,,,,
"San Pablo",A430642,,"En ruta",,1,,"2023-10-16 11:59:34",,,,,,
"La Noria",BB143436,BB143436,Entregado,,2,,"2023-10-16 11:59:37",,,,,,
"La Noria",BB143438,,Entregado,,1,,"2023-10-17 02:18:13",,,,,,
"La Noria",BB143439,,Entregado,,1,,"2023-10-17 02:24:40",,,,,,
"La Noria",BB143440,,"En ruta",,1,,"2023-10-17 02:27:27",,,,,,
"San Pablo",430643,,Entregado,,1,,"2023-10-17 02:29:42",,,,,,
"San Pablo",A430651,,Entregado,,1,,"2023-10-17 02:32:17",,,,,,
"San Pablo",A430650,,Entregado,,1,,"2023-10-17 02:32:34",,,,,,
"San Pablo",A430615,A430615,Entregado,5820,1,1427,"2023-10-17 02:38:41","2023-10-19 04:09:04",N17939,,,,
"San Pablo",A430638,A430638,Entregado,,1,,"2023-10-17 02:39:00",,,,,,
"La Noria",BB143441,BB143441,Entregado,,2,,"2023-10-17 02:42:56",,,,,,
"San Pablo",430652,,"En ruta",,0,2417,"2023-10-17 02:49:19",,,,,,
"San Pablo",430653,,"En ruta",,1,,"2023-10-17 02:52:33",,,,,,
"San Pablo",A430654,,"En ruta",,1,,"2023-10-17 02:53:47",,,,,,
"La Noria",N62847,,Fabricado,N003335,0,2410,"2023-10-17 02:54:31","2023-10-21 02:19:59",,,,,
"San Pablo",A430655,,Entregado,,1,,"2023-10-17 02:55:00",,,,,,
"San Pablo",130288,A431482,Entregado,,1,,"2023-10-17 02:55:04",,,,,,
"La Noria",BB143442,BB143442,Entregado,,1,,"2023-10-17 02:55:49",,,,,,
"La Noria",BB143443,,"En ruta",,1,,"2023-10-17 03:04:09",,,,,,
"San Pablo",430656,,"En ruta",,2,,"2023-10-17 03:05:28",,,,,,
"San Pablo",A430658,,"En ruta",,1,,"2023-10-17 03:17:46",,,,,,
"San Pablo",430659,A430659,"En ruta",,1,,"2023-10-17 03:19:28",,,,,,
"San Pablo",430660,,"En ruta",,1,,"2023-10-17 03:19:59",,,,,,
"San Pablo",A430661,,"Pedido generado",,0,,"2023-10-17 03:28:27",,,,,,
"San Pablo",A430663,,"En ruta",,1,,"2023-10-17 03:39:18",,,,,,
"La Noria",BB143445,,Entregado,,1,,"2023-10-17 03:41:23",,,,,,
"San Pablo",A430665,,Entregado,,1,,"2023-10-17 03:41:34",,,,,,
"San Pablo",430666,,Cancelado,,0,,"2023-10-17 03:43:10",,,,,,
"San Pablo",A430664,,"En ruta",,1,,"2023-10-17 03:48:17",,,,,,
"San Pablo",A430667,,"En ruta",,1,,"2023-10-17 03:48:18",,,,,,
"San Pablo",A430668,,Entregado,,1,,"2023-10-17 03:51:35",,,,,,
"San Pablo",430664,,"Pedido generado",,0,,"2023-10-17 03:52:11",,,,,,
"La Noria",BB143446,,"En ruta",,1,,"2023-10-17 03:52:42",,,,,,
"La Noria",BB143447,BB143447,"En ruta",,1,,"2023-10-17 03:55:18",,,,,,
"La Noria",BB143448,,"Pedido generado",,0,,"2023-10-17 03:58:38",,,,,,
"San Pablo",430662,,"Pedido generado",5804,0,,"2023-10-17 04:00:50","2023-10-17 04:01:32",N17927,,,,
"San Pablo",130317,A431059,"En ruta",,1,2416,"2023-10-17 04:02:41",,,,,,
"San Pablo",A430670,,Entregado,,1,,"2023-10-17 04:06:28",,,,,,
"La Noria",BB143449,,"En ruta",,1,,"2023-10-17 04:09:24",,,,,,
"San Pablo",430672,,"En ruta",,1,,"2023-10-17 04:12:34",,,,,,
"La Noria",BB143452,,"En ruta",,1,,"2023-10-17 04:14:20",,,,,,
"La Noria",BB143450,,"En ruta",,1,,"2023-10-17 04:14:47",,,,,,
"La Noria",BB143451,,Entregado,,1,,"2023-10-17 04:15:03",,,,,,
"San Pablo",130102,,Fabricado,,0,2415,"2023-10-17 04:15:08",,,,,,
